CODFILIAL,DTMOV,CODPROD,DESCRICAO,QT
1,30/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,30/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,31/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,31/12/2020 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,4
1,31/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,31/12/2020 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,04/01/2021 00:00,2373,NINHO IOGURTE POLPA 6X720G,1
1,04/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,6
1,04/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,04/01/2021 00:00,167,CHAMYTO IOGURTE MOR+CER CHOC 24X130G,3
1,04/01/2021 00:00,212,NINHO SOLEIL PETIT MRG+BNA&MC 16X320G,1
1,04/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,05/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,8
1,05/01/2021 00:00,167,CHAMYTO IOGURTE MOR+CER CHOC 24X130G,1
1,05/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,05/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,05/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,05/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,05/01/2021 00:00,1510,NESTLE IOGURTE MORANGO 12X1,1
1,05/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,05/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,05/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,05/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,05/01/2021 00:00,168,CHAMYTO BEB LACTEA MOR+CER CRML 24X130G,2
1,05/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,05/01/2021 00:00,213,REQUEIJAO CREMOSO NESTLE 15X200G,1
1,05/01/2021 00:00,2373,NINHO IOGURTE POLPA 6X720G,3
1,05/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,3
1,05/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,05/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,05/01/2021 00:00,1958,NESTLE GREGO TORTA MORANGO 24X90G,1
1,05/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,05/01/2021 00:00,1506,NESTLE IOG VIT DE FRUTA 12X900G,1
1,05/01/2021 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,4
1,05/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,05/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,2
1,05/01/2021 00:00,2037,NESFIT IOGURTE FRUTAS VERM 12X850G,1
1,05/01/2021 00:00,2038,NESFIT IOGURTE MORANGO BAUN 12X850G,1
1,05/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,05/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,05/01/2021 00:00,212,NINHO SOLEIL PETIT MRG+BNA&MC 16X320G,1
1,05/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,05/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,5
1,05/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,4
1,05/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,5
1,05/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,05/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,05/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,2
1,06/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,06/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,06/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,06/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,1
1,06/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,06/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,06/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,06/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,06/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,4
1,06/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,1
1,06/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,2
1,06/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,07/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,07/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,07/01/2021 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,2
1,07/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,1
1,07/01/2021 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,1
1,07/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,3
1,07/01/2021 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,3
1,07/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,07/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,1
1,07/01/2021 00:00,1963,NESTLE GREGO TORTA LIMAO 24X90G,1
1,07/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,3
1,07/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,5
1,08/01/2021 00:00,204,NESTLE FLAN CARAMELO 20X200G,1
1,08/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,13
1,08/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,8
1,08/01/2021 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,11
1,08/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,10
1,08/01/2021 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,3
1,08/01/2021 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,1
1,08/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,3
1,08/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,08/01/2021 00:00,1941,NESTLE GREGO TRADICIONAL 24X90G,1
1,08/01/2021 00:00,1958,NESTLE GREGO TORTA MORANGO 24X90G,1
1,08/01/2021 00:00,2100,MOLICO IOGURTE LIQ MRG 24X170G,1
1,08/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,4
1,08/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,2
1,08/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,1
1,08/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,1
1,08/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,08/01/2021 00:00,167,CHAMYTO IOGURTE MOR+CER CHOC 24X130G,1
1,08/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,08/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,3
1,09/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,09/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,09/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,09/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,09/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,09/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,09/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,09/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/01/2021 00:00,168,CHAMYTO BEB LACTEA MOR+CER CRML 24X130G,2
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,11/01/2021 00:00,212,NINHO SOLEIL PETIT MRG+BNA&MC 16X320G,1
1,11/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,1
1,11/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,1
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,11/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,11/01/2021 00:00,1521,CHAMYTO GO IOG LIQ MORANGO 24X100G,1
1,11/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,3
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,11/01/2021 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,2
1,11/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,3
1,11/01/2021 00:00,2100,MOLICO IOGURTE LIQ MRG 24X170G,2
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,11/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,11/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,1
1,11/01/2021 00:00,287,NINHO IOGURTE LIQ MACA E BANANA 24X170G,2
1,11/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,2
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,11/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,11/01/2021 00:00,448,CHANDELLE CHANTILLY CHOCOLATE 24X200G,10
1,11/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,2
1,11/01/2021 00:00,453,CHANDELLE CHOCOLATE 18X360G,3
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,11/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,5
1,11/01/2021 00:00,1940,NESTLE GREGO TORTA MARACUJA 24X90G,5
1,11/01/2021 00:00,1963,NESTLE GREGO TORTA LIMAO 24X90G,5
1,11/01/2021 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,15
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,11/01/2021 00:00,453,CHANDELLE CHOCOLATE 18X360G,1
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,11/01/2021 00:00,1940,NESTLE GREGO TORTA MARACUJA 24X90G,10
1,11/01/2021 00:00,1958,NESTLE GREGO TORTA MORANGO 24X90G,10
1,11/01/2021 00:00,1963,NESTLE GREGO TORTA LIMAO 24X90G,10
1,11/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,4
1,11/01/2021 00:00,195,IOGURTE GREGO NESTLE TRADICIONAL 12X400G,1
1,11/01/2021 00:00,199,IOGURTE NESTLE NATURAL 28X170G,1
1,11/01/2021 00:00,206,NESTLE GREGO IOG LIGHT 3 SAB 6X540G,1
1,11/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,11/01/2021 00:00,1887,CHANDELLE CHOCOLATE BRANCO 18X360G,1
1,11/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,1
1,12/01/2021 00:00,204,NESTLE FLAN CARAMELO 20X200G,2
1,12/01/2021 00:00,2040,NESFIT IOGURTE FRUTAS VERMELHAS 24X170G,15
1,12/01/2021 00:00,2041,NESFIT IOGURTE MARACUJA AVEIA 24X170G,31
1,12/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,10
1,12/01/2021 00:00,2127,NESFIT IOGURTE FRUTAS VERMELHAS 20X150G,10
1,12/01/2021 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,12
1,12/01/2021 00:00,176,NINHO IOGURTE LIQ MACA E BANANA 12X850G,12
1,12/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,32
1,12/01/2021 00:00,1506,NESTLE IOG VIT DE FRUTA 12X900G,12
1,12/01/2021 00:00,1510,NESTLE IOGURTE MORANGO 12X1,12
1,12/01/2021 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,12
1,12/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,12/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,12/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,12/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,12/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,12/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,1
1,12/01/2021 00:00,2100,MOLICO IOGURTE LIQ MRG 24X170G,1
1,12/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,12/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,12/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,5
1,12/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,12/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,2
1,12/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,12/01/2021 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,1
1,12/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,12/01/2021 00:00,1521,CHAMYTO GO IOG LIQ MORANGO 24X100G,2
1,12/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,16
1,12/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,12/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,3
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,2
1,13/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,3
1,13/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,13/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,18
1,13/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,16
1,13/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,5
1,13/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,18
1,13/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,1
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,36
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,32
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,32
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,3
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,3
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,3
1,13/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,3
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,8
1,14/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,1
1,14/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,1
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,32
1,14/01/2021 00:00,1521,CHAMYTO GO IOG LIQ MORANGO 24X100G,1
1,14/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,5
1,14/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,2
1,14/01/2021 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,1
1,14/01/2021 00:00,206,NESTLE GREGO IOG LIGHT 3 SAB 6X540G,1
1,14/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,3
1,14/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,2
1,14/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,4
1,14/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,16
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,15/01/2021 00:00,212,NINHO SOLEIL PETIT MRG+BNA&MC 16X320G,1
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,15/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,15/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,15/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,15/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,2
1,15/01/2021 00:00,1511,NESTLE IOGURTE MORANGO 12X900G,1
1,16/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,16/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,16/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,16/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,16/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,16/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,18/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,32
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,12
1,18/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,18/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,18/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,6
1,18/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,18/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,18/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,5
1,18/01/2021 00:00,1736,NESTLE IOGURTE POLPA VITAMINA 6X540G,7
1,18/01/2021 00:00,1506,NESTLE IOG VIT DE FRUTA 12X900G,1
1,18/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,3
1,18/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,3
1,18/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,2
1,18/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,18/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,1
1,18/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,18/01/2021 00:00,174,NESTON IOGURTE LIQ MACA BNA 12X850G,1
1,18/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,1
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,48
1,18/01/2021 00:00,449,CHANDELLE CHANTILLY CARAMELO 24X200G,1
1,18/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,72
1,18/01/2021 00:00,213,REQUEIJAO CREMOSO NESTLE 15X200G,1
1,19/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,8
1,19/01/2021 00:00,198,NESTLE NATURAL CENOURA+LARANJA 28X170G,2
1,19/01/2021 00:00,451,CHAMBINHO CHOCOLATE 16X320G,5
1,19/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,5
1,19/01/2021 00:00,1958,NESTLE GREGO TORTA MORANGO 24X90G,5
1,19/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,24
1,19/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,6
1,19/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,6
1,19/01/2021 00:00,759,CHAMYTO LEITE FERMENTADO 21X6X75G,1
1,19/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,19/01/2021 00:00,167,CHAMYTO IOGURTE MOR+CER CHOC 24X130G,7
1,19/01/2021 00:00,2037,NESFIT IOGURTE FRUTAS VERM 12X850G,1
1,19/01/2021 00:00,2042,NESFIT IOGURTE MORANGO BAUN 24X170G,1
1,19/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,19/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,19/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,6
1,19/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,6
1,19/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,2
1,19/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,4
1,19/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,3
1,19/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,4
1,19/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,5
1,19/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,3
1,19/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,1
1,19/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,2
1,19/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,1
1,19/01/2021 00:00,288,NINHO IOGURTE MORANGO 24X170G,2
1,19/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,6
1,19/01/2021 00:00,1505,NESTLE IOG VIT DE FRUTA 24X170G,2
1,19/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,2
1,19/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,19/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,19/01/2021 00:00,2347,CHAMBINHO PETIT MRG 64X80G,22
1,20/01/2021 00:00,333,NESTON IOGURTE POLPA 2 SABORES 6X540G,2
1,20/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,9
1,20/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,20/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,6
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,20/01/2021 00:00,2373,NINHO IOGURTE POLPA 6X720G,6
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,6
1,20/01/2021 00:00,180,NINHO IOGURTE POLPA 6X540G,6
1,20/01/2021 00:00,1509,NESTLE IOGURTE MORANGO 24X170G,2
1,20/01/2021 00:00,1517,NESTON IOGURTE LIQ MACA E BAN 24X170G,1
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,20/01/2021 00:00,183,CHAMBINHO PETIT MOR 16X320G,1
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,4
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,2
1,20/01/2021 00:00,1521,CHAMYTO GO IOG LIQ MORANGO 24X100G,1
1,20/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,3
1,21/01/2021 00:00,453,CHANDELLE CHOCOLATE 18X360G,2
1,21/01/2021 00:00,1735,NESTLE IOGURTE POLPA MORANGO 6X540G,8
1,21/01/2021 00:00,1939,NESTLE GREGO FRUTAS VERMELHAS 24X90G,5
1,21/01/2021 00:00,1940,NESTLE GREGO TORTA MARACUJA 24X90G,5
